"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","Corazones",1,NA,"Letra de ""Corazones""","Daddy Yankee"
"Daddy Yankee","Corazones",2,"Daddy!","Intro","Daddy Yankee"
"Daddy Yankee","Corazones",3,"Echo!","Intro","Daddy Yankee"
"Daddy Yankee","Corazones",4,"Diesel!","Intro","Daddy Yankee"
"Daddy Yankee","Corazones",5,"¿Aquí hay corazón, ah?","Intro","Daddy Yankee"
"Daddy Yankee","Corazones",6,"¿De qué estás hecho?","Intro","Daddy Yankee"
"Daddy Yankee","Corazones",7,"You know","Intro","Daddy Yankee"
"Daddy Yankee","Corazones",8,"Si las miradas mataran, to' el tiempo usara una gavana","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",9,"Un cura me acompañara, siguiendome una caravana","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",10,"Si fuera por mis enemigos, a la mesa me traerian","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",11,"Una vivora de carne, y vinagre de bebida","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",12,"Me crucificaran en un acto crudo homicida","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",13,"Pero se equivocan, me levanta mi Dios con salud y vida","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",14,"Si por el gobierno fuera, los raperos no existieran","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",15,"Nos lanzaran al calabozo, y con la pena de muerte nos dieran","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",16,"Está el que pisotea y el que ayuda al ser humano","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",17,"Existe el buen amigo que es leal como un hermano","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",18,"La sangre pesa más que el agua, pero midela bien","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",19,"Existe sangre sucia, fijate Caín y Abel","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",20,"Porque hay...","Verso 1","Daddy Yankee"
"Daddy Yankee","Corazones",21,"Corazones con ¡en-vidia!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",22,"Corazones con ¡ira!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",23,"Corazones con ¡furia!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",24,"Situaciones de millones 'e corazones","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",25,"Con ¡miedo!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",26,"Corazones ¡sin-ceros!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",27,"Corazones ¡gue-rreros!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",28,"Corazones ¡trai-cio-neros!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",29,"Soy de la capital del crimen y en el aire se percibe","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",30,"Un espíritu de muerte que devora lo que vive","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",31,"Si fuera por mí reuniría a todos los caseríos","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",32,"Proponiendo una tregua en nombre de los que se han ido","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",33,"(¡Sin miedo!) Yo les diria a mi gente:","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",34,"“Yo solamente aquí soy un valiente","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",35,"Que les pide que no derramen ya la sangre inocente","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",36,"Arreglen como hombres y no se fallen mutuamente”","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",37,"Pero sé que es un sueño perdido, como ver los 3 partidos","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",38,"Unidos, luchando por el bien de Puerto Rico","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",39,"¿No ven que es mediocre la educación en los residenciales?","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",40,"Necesitan más maestros, necesitan materiales","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",41,"Para crear más líderes y menos criminales","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",42,"Hay corazones allí con problemas personales","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",43,"Si por mí fuera le daria para atrás al tiempo","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",44,"Sanaría las heridas del mal en todo su cuerpo","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",45,"Paraba las manos de aquel centurión con su lanza","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",46,"También en el acto me tendrian que dar matanza","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",47,"Lo bajaría de la cruz estando moribundo","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",48,"Pero tuvo que morir para salvar al mundo porque hay...","Verso 2","Daddy Yankee"
"Daddy Yankee","Corazones",49,"Corazones con ¡en-vidia!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",50,"Corazones con ¡ira!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",51,"Corazones con ¡furia!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",52,"Situaciones de millones 'e corazones","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",53,"Con ¡miedo!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",54,"Corazones ¡sin-ceros!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",55,"Corazones ¡gue-rreros!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",56,"Corazones ¡trai-cio-neros!","Coro","Daddy Yankee"
"Daddy Yankee","Corazones",57,"Es que en el mundo hay corazones que se creen sabios en su propia opinión","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",58,"Pero cavan su fin porque andan en caminos de perdición","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",59,"Hay corazones que no perdonan a sus hermanos","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",60,"Pero tú sabes que así mismo Dios no los perdonara por sus pecados","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",61,"Hay corazones que ayudan sin pedir nada a cambio","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",62,"Y por su nobleza encuentran el progreso a diario","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",63,"Hay corazones traicioneros que le gusta engañar a los corazones sinceros","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",64,"Pero más vale el segundo que el dinero del mundo entero","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",65,"Y existe aquel corazón maligno que nos atormenta con angeles caidos","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",66,"Pero hay un corazón más poderoso que nos protege","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",67,"Que jamás y nunca será vencido","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",68,"Y el que lo busque y lo encuentre","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",69,"Para siempre sera bendecido","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",70,"Refugiate en salud y vida","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",71,"Daddy!","Outro","Daddy Yankee"
"Daddy Yankee","Corazones",72,"Situaciones de millones 'e corazones","Outro","Daddy Yankee"
