"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","El Muro",1,NA,"Letra de ""El Muro""","Daddy Yankee"
"Daddy Yankee","El Muro",2,"Oh, oh","Intro","Daddy Yankee"
"Daddy Yankee","El Muro",3,"Todas las mujeres que se preparen al viaje del Cangri","Intro","Daddy Yankee"
"Daddy Yankee","El Muro",4,"You ready? Tres, dos, uno","Intro","Daddy Yankee"
"Daddy Yankee","El Muro",5,"Con mas fuerza que un sumo (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",6,"Pa' sacarle más jugo (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",7,"Este flow baja duro (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",8,"Buscate un buen seguro (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",9,"(Mamá) Esto va lento pa que tu cuerpo se lo vacile","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",10,"Mujeres aquí va el combustible","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",11,"Prendan sus motores, que con to' el nitro van a sentirme","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",12,"En medio 'e la pista voy a lucirme, yao","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",13,"Te voy a pegar más duro que un rifle de un Taliban","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",14,"¿De qué tú te alimenta ma'? No sé lo que te dan","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",15,"Yo sé que soy El Cangri, pero hoy yo soy tu fan","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",16,"Y esta noche te voy a dar pam-pan, ok?","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",17,"Te crees que sabes","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",18,"Tú tienes el canda'o ma', pero yo tengo la llave","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",19,"Zucuru-cucu, mira como baila, soy dueño de la clave","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",20,"To' quieren copiar la formula de mi jarabe, que la pone grave","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",21,"You know, man","Verso 1","Daddy Yankee"
"Daddy Yankee","El Muro",22,"Dale más mami, muevelo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",23,"Dale duro mami, hasta abajo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",24,"Los buitres (¡Oh!) tienen hambre (¡Oh!)","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",25,"Quieren tu carne (¡Oh!), no te acobardes (¡Eh!)","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",26,"Dale más mami, muevelo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",27,"Dale duro mami, hasta abajo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",28,"Los buitres (¡Oh!) tienen hambre (¡Oh!)","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",29,"Quieren tu carne (¡Oh!), no te acobardes (¡Eh!)","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",30,"Con mas fuerza que un sumo (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",31,"Pa' sacarle más jugo (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",32,"Este flow baja duro (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",33,"Pillala contra el muro (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",34,"(¿¡Qué!? ¿¡Qué!?)","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",35,"Si quieres nos vamo' en mi sistema 'e navegación (Hey!)","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",36,"Pantalla, DVD, Play","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",37,"Station y mi calefacción (Hey!)","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",38,"Los aros 24 flotando con reggaeton","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",39,"La voz de to' los barrios llego a esta conclusión","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",40,"Que esta es la música más movida, electrica y magnetica","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",41,"Causante que se mueva to'a la gente 'e Latino America","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",42,"Hey chula, la esquina está oscura, pa' hacer travesura, soltura","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",43,"Muevete así, mueve las caderas, mami, muevete así","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",44,"Que Yankee-man está aquí","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",45,"Porque yo nunca vi mujer con el cuerpo de vedette","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",46,"Que lo menee tan bien, que me borree","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",47,"La mente como un zonambulo, para ti no hay obstaculos","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",48,"A to' los dejas palidos, muevete con mi acido","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",49,"'Tamos zonambulos, para ti no hay obstaculos","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",50,"A to' los dejas palidos, muevete con mi acido","Verse 2","Daddy Yankee"
"Daddy Yankee","El Muro",51,"Con mas fuerza que un sumo (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",52,"Pa' sacarle más jugo (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",53,"Este flow baja duro (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",54,"Pillala contra el muro (Pillala contra el muro)","Coro","Daddy Yankee"
"Daddy Yankee","El Muro",55,"Dale más mami, muevelo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",56,"Dale duro mami, hasta abajo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",57,"Los buitres (¡Oh!) tienen hambre (¡Oh!)","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",58,"Quieren tu carne (¡Oh!), no te acobardes (¡Eh!)","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",59,"Dale más mami, muevelo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",60,"Dale duro mami, hasta abajo mami","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",61,"Los buitres (¡Oh!) tienen hambre (¡Oh!)","Estribillo","Daddy Yankee"
"Daddy Yankee","El Muro",62,"Quieren tu carne (¡Oh!), no te acobardes (¡Eh!)","Estribillo","Daddy Yankee"
