"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","¿Qué Vas a Hacer?",1,NA,"Letra de ""¿Qué Vas a Hacer?"" ft. May-Be","Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",2,"Na-na-na-na-nah","Intro","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",3,"Daddy, otra vez, ma'Ouh-ouh","Intro","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",4,"Ah-ah-ah, come on!Na-na-na-na-nah","Intro","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",5,"Ah, para todas esas ladies que pasan por esta prueba de fuego","Intro","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",6,"You know!","Intro","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",7,"¿Qué vas a hacer sin mí? (Yo no sé, mami)","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",8,"Cuando me vaya de aquí","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",9,"Nada puedes exigir (Como que no, ma'?)","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",10,"Si ya todo te lo di (Come on!)","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",11,"¿Qué vas a hacer sin mí? (Yo no sé, mami)","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",12,"Cuando me vaya de aquí","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",13,"Nada puedes exigir (Como que no, ma'?)","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",14,"Si ya todo te lo di","Coro","May-Be, Daddy Yankee"
"Daddy Yankee","¿Qué Vas a Hacer?",15,"Yo, ¿tú estás segura de aguantar noches sin mí?","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",16,"Todo secreto en tu intimidad yo conocí","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",17,"Miles de veces tú fallabas y yo no me rendí","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",18,"¿Por qué debemos permitir que esto termine así?","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",19,"Yo, en to'as las relaciones hay discusiones, desiluciones","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",20,"Y se cometen mil errores, ¿entonces? (Na-na-na-na-nah)","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",21,"¿Cuál es el issue que por culpa de un mal rato","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",22,"Tú permitas que me apliquen esta ley 54? (Ouh-ouh)","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",23,"No dejare que tu familia me acuse","Verso 1","Daddy Yankee, May-Be"
"Daddy Yankee","¿Qué Vas a Hacer?",24,"Y mucho menos que la gente se burle (Na-na-na-na-nah)","Verso 1","Daddy Yankee, May-Be"
