"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","Interlude (Gavilán)",1,NA,"Letra de ""Interlude (Gavilán)""","Daddy Yankee"
"Daddy Yankee","Interlude (Gavilán)",2,"En mi barrio cada gente vale","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",3,"Y también todo se vale","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",4,"Como también vale el sudor de un padre","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",5,"Por el esfuerzo de traer comida a su casa","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",6,"Y pensar que casi siempre se atrasa","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",7,"En dar a su familia alimento","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",8,"Y aunque nunca la escasez pasa","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",9,"Cuando llega, llega contento","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",10,"Aquí lo que nace doy fe que aquí se muere","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",11,"Una cadena, todo un enlase, donde la traición no nos mueve","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",12,"Y si con sus labios algún hombre traiciona un secreto","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",13,"El barrio campea por su respeto","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",14,"Donde el silencio siempre fiel a su decreto","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",15,"Cumple por el barrio, por el cual yo vivo, por lo cual prometo","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",16,"Les saluda Gavilán","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",17,"Despertando conciencia en Barrio Fino","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",18,"Humilde, no guilla'o","Verso","Gavilán"
"Daddy Yankee","Interlude (Gavilán)",19,"Pero prefiero morir de pie que vivir arodilla'o","Verso","Gavilán"
