"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","Sabor A Melao",1,NA,"Letra de ""Sabor A Melao"" ft. Andy Montañez","Daddy Yankee"
"Daddy Yankee","Sabor A Melao",2,"Sabor pa' to'a las mujeres","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",3,"Que con mi salsa se mueven","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",4,"Sabor pa' to'a las mujeres","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",5,"Que con mi salsa se mueven","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",6,"Sabor pa' to'a las mujeres","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",7,"Que con mi salsa se mueven","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",8,"Sabor pa' to'a las mujeres (Barrio Fino)","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",9,"Que con mi salsa se mueven (Da-ddy Yan-kee!)","Intro","Andy Montañez, Daddy Yankee"
"Daddy Yankee","Sabor A Melao",10,"Este caballo va suelto sin herradura","Verso 1","Daddy Yankee"
"Daddy Yankee","Sabor A Melao",11,"Bateando duro, la clave, el son de la rumba","Verso 1","Daddy Yankee"
"Daddy Yankee","Sabor A Melao",12,"Lo mio viene desde la cuna","Verso 1","Daddy Yankee"
"Daddy Yankee","Sabor A Melao",13,"Ábrele paso a lo real, que pa' tu mal tengo la cura","Verso 1","Daddy Yankee"
"Daddy Yankee","Sabor A Melao",14,"Dale prieta, afinca y aprieta","Verso 1","Daddy Yankee"
"Daddy Yankee","Sabor A Melao",15,"Pa' que tú sientas el pique de esta pimienta","Verso 1","Daddy Yankee"
"Daddy Yankee","Sabor A Melao",16,"Pa' las blanquitas con flavor de vainilla","Verso 1","Daddy Yankee"
