"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","No Me Dejes Solo",1,NA,"Letra de ""No Me Dejes Solo"" ft. Wisin & Yandel","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",2,"Me acuerdo cuando yo te conocí (You know, Daddy!)","Intro","Yandel, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",3,"Que dijiste: ""Esta noche está buena pa' hacer maldades"" (W!)","Intro","Yandel, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",4,"Me acuerdo cuando en tu cama dormí (Yandel!)","Intro","Yandel, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",5,"Que dijiste que tú no podías vivir sin mí(Come on! Are you ready, ma'?; ¡Fuimo'!)","Intro","Yandel, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",6,"Por eso","Intro","Yandel, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",7,"Mami, no me dejes solo(Papi, no me dejes sola)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",8,"Te gusta cuando yo te azoto(Papi, tú me vuelves loca)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",9,"Mami, no me dejes solo(Papi, no me dejes sola)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",10,"Te gusta cuando yo te azoto(Papi, tú me vuelves loca)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",11,"(¿¡Qué!?-¿¡Qué!?-¿¡Qué!?)","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",12,"Quiero tu aroma de fresa y melocotón","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",13,"Pongo la leña pa' prender ese fogón","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",14,"Corre mi línea, acelera, mete chambón","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",15,"¿¡Qué!? Let's go!","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",16,"Canto 'e fresca, te gusta ir de pesca","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",17,"Buscando caña, pero de la gigantesca","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",18,"Más duro, entonces yo te vacuno","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",19,"Tan sencillo como el uno por uno","Verso 1","Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",20,"Te dije que yo tengo el caldo pa' esa cacerola","Pre-Coro","Wisin, Daddy Yankee, Glory"
"Daddy Yankee","No Me Dejes Solo",21,"Tu padre y tu madre contigo botaron la bola","Pre-Coro","Wisin, Daddy Yankee, Glory"
"Daddy Yankee","No Me Dejes Solo",22,"Yo tengo el abono que está pidiendo esa amapola","Pre-Coro","Wisin, Daddy Yankee, Glory"
"Daddy Yankee","No Me Dejes Solo",23,"¿¡Qué!? Papi, tírate ahora!","Pre-Coro","Wisin, Daddy Yankee, Glory"
"Daddy Yankee","No Me Dejes Solo",24,"Mami, no me dejes solo(Papi, no me dejes sola)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",25,"Te gusta cuando yo te azoto(Papi, tú me vuelves loca)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",26,"Mami, no me dejes solo(Papi, no me dejes sola)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",27,"Te gusta cuando yo te azoto(Papi, tú me vuelves loca)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",28,"Hasta abajo, mami, dobla las rodillas","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",29,"Sacude el bumper duro y las tablillas","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",30,"Booty de acero que me dobla la varilla","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",31,"¿¡Qué!? Activa'o hasta botar la polilla","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",32,"Es que en la disco es que mi gata coge duelo (Hey!)","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",33,"Le gusta que la bese por el cuello (Hey!)","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",34,"Sus besos saben a caramelo","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",35,"Y si nos vamos pa'l duelo, yo la atropello(¿¡Qué!?-¿¡Qué!?-¿¡Qué!?)","Verso 2","Wisin, Daddy Yankee"
"Daddy Yankee","No Me Dejes Solo",36,"Te dije que yo tengo el caldo pa' esa cacerola","Pre-Coro","Daddy Yankee, Wisin, Glory"
"Daddy Yankee","No Me Dejes Solo",37,"Tu padre y tu madre contigo botaron la bola","Pre-Coro","Daddy Yankee, Wisin, Glory"
"Daddy Yankee","No Me Dejes Solo",38,"Yo tengo el abono que está pidiendo esa amapola","Pre-Coro","Daddy Yankee, Wisin, Glory"
"Daddy Yankee","No Me Dejes Solo",39,"¿¡Qué!? Papi, tírate ahora!","Pre-Coro","Daddy Yankee, Wisin, Glory"
"Daddy Yankee","No Me Dejes Solo",40,"Mami, no me dejes solo(Papi, no me dejes sola)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",41,"Te gusta cuando yo te azoto(Papi, tú me vuelves loca)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",42,"Mami, no me dejes solo(Papi, no me dejes sola)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",43,"Te gusta cuando yo te azoto(Papi, tú me vuelves loca)","Coro","Yandel, Glory"
"Daddy Yankee","No Me Dejes Solo",44,"Daddy! (Oh, eh-oh)","Outro","Daddy Yankee, Yandel"
"Daddy Yankee","No Me Dejes Solo",45,"Yandel! (Oh, eh-oh)","Outro","Daddy Yankee, Yandel"
