"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","Gasolina",1,NA,"Letra de ""Gasolina""","Daddy Yankee"
"Daddy Yankee","Gasolina",2,"Who's this?","Intro","Daddy Yankee"
"Daddy Yankee","Gasolina",3,"Da-ddy Yan-kee!","Intro","Daddy Yankee"
"Daddy Yankee","Gasolina",4,"Zúmbale mambo pa' que mis gatas prendan los motore'","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",5,"Zúmbale mambo pa' que mis gatas prendan los motore'","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",6,"Zúmbale mambo pa' que mis gatas prendan los motore'","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",7,"Que se preparen que lo que viene es pa' que le den¡Duro! Mamita, yo sé que tú no te me va' a quitar¡Duro! Lo que me gusta es que tú te dejas llevar¡Duro! Todos los weekend'es ella sale a vacilar¡Duro! Mi gata no para 'e janguear, porque","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",8,"A ella le gusta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",9,"Cómo le encanta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",10,"A ella le gusta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",11,"Cómo le encanta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",12,"Ella prende las turbinas, no discrimina","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",13,"No se pierde ni un party de marquesina","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",14,"Se acicala hasta pa' la esquina","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",15,"Luce tan bien que hasta la sombra le combina","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",16,"Asesina, me domina","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",17,"Janguea en carros, motoras y limusinas","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",18,"Llena su tanque de adrenalina","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",19,"Cuando escucha reggaetón en las bocinas","Verso 1","Daddy Yankee"
"Daddy Yankee","Gasolina",20,"A ella le gusta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",21,"Cómo le encanta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",22,"A ella le gusta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",23,"Cómo le encanta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",24,"Aquí somos los mejores, no te me ajore'","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",25,"En la pista nos llaman ""Los Matadore'""","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",26,"Tú hace' que cualquiera se enamore","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",27,"Cuando bailas al ritmo de los tambore'","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",28,"Esto va pa' las gatas de to's colore'","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",29,"Pa' las mayore', pa' las menore'","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",30,"Pa' las que son más zorras que los cazadore'","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",31,"Pa' las mujeres que no apagan sus motore'","Verso 2","Daddy Yankee"
"Daddy Yankee","Gasolina",32,"Tenemos tú y yo algo pendiente","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",33,"Tú me debes algo y lo sabe'","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",34,"Conmigo ella se pierde","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",35,"No le rinde cuentas a nadie","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",36,"Tenemos tú y yo algo pendiente","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",37,"Tú me debes algo y lo sabe'","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",38,"Conmigo ella se pierde","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",39,"No le rinde cuentas a nadie","Puente","Daddy Yankee"
"Daddy Yankee","Gasolina",40,"Zúmbale mambo pa' que mis gatas prendan los motore'","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",41,"Zúmbale mambo pa' que mis gatas prendan los motore'","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",42,"Zúmbale mambo pa' que mis gatas prendan los motore'","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",43,"Que se preparen que lo que viene es pa' que le den¡Duro! Mamita, yo sé que tú no te me va' a quitar¡Duro! Lo que me gusta es que tú te dejas llevar¡Duro! Todos los weekend'es ella sale a vacilar¡Duro! Mi gata no para 'e janguear, porque","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Gasolina",44,"A ella le gusta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",45,"Cómo le encanta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",46,"A ella le gusta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
"Daddy Yankee","Gasolina",47,"Cómo le encanta la gasolina (Dame más gasolina)","Coro","Daddy Yankee & Glory"
