"artist","track_title","line","lyric","element","element_artist"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",1,NA,"Letra de ""Lo Que Pasó, Pasó (Remix)""","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",2,"Esa noche contigo la pasé bien, woh-oh","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",3,"Pero yo me enteré que te debes a alguien, yeah","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",4,"Y tú fallaste, pero ya es tarde","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",5,"Y tú fallaste, pero ya es tarde","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",6,"Lo que pasó, pasó, entre tú y yo","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",7,"Lo que pasó, pasó, entre tú y yo","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",8,"Lo que pasó, pasó, entre tú y yo","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",9,"Lo que pasó, pasó, entre tú y yo (Daddy! Daddy!)","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",10,"Es una asesina, ella conlleva la medicina","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",11,"Engañadora que te envuelve y te domina","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",12,"Una abusadora, ella como sabe te devora","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",13,"Y si no tienes experiencia te enamora","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",14,"Una especialista, para que te ponga ella a la vista","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",15,"Balas hechizeras, un nombre en su lista","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",16,"¿Que si es maliciosa? Yo que la traté como una diosa","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",17,"Me engaño y ahora me llama como loca, anja","Verso","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",18,"Presea, dale, presea","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",19,"Si ya no estamos juntos otra mujer me gardea, mami","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",20,"Presea, dale, presea","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",21,"Que pocos son los indios y hay mucha india en la aldea, ¿sabes?","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",22,"Presea, dale, presea","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",23,"No dejes pa' mañana lo de doy que te lo llevan ma'","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",24,"Presea, dale, presea","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",25,"Ahora estás celosa porque otra me desea, anja","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",26,"Esa noche contigo la pasé bien, woh-oh","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",27,"Pero yo me entere que te debes a alguien, yeah","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",28,"Y tú fallaste, pero ya es tarde","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",29,"Y tú fallaste, pero ya es tarde","Pre-Coro","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",30,"Lo que pasó, pasó, entre tú y yo","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",31,"Lo que pasó, pasó, entre tú y yo","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",32,"Lo que pasó, pasó, entre tú y yo","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",33,"Lo que pasó, pasó, entre tú y yo","Coro 1","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",34,"Presea, dale, presea","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",35,"Si ya no estamos juntos otra mujer me gardea, mami","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",36,"Presea, dale, presea","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",37,"Que pocos son los indios y hay mucha india en la aldea, ¿Sabes?","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",38,"Presea, dale, presea","Coro 2","Daddy Yankee"
"Daddy Yankee","Lo Que Pasó, Pasó (Remix)",39,"No dejes pa' mañana lo de doy que te lo llevan ma'","Coro 2","Daddy Yankee"
